province,year,effort_status,effort_status_v2,in_scope,mainland,n_visits,n_observers,n_birding_days,effort_record,cnt_visits_gap,cnt_visits_zero,cnt_observers_gap,cnt_observers_zero,cnt_days_gap,cnt_days_zero,cnt_record_gap,cnt_record_zero,cnt_visits_imp,cnt_observers_imp,cnt_days_imp,cnt_record_imp,eff_visits_gap_z,eff_observers_gap_z,eff_days_gap_z,eff_record_gap_z,eff_visits_zero_z,eff_observers_zero_z,eff_days_zero_z,eff_record_zero_z,eff_visits_imp_z,eff_observers_imp_z,eff_days_imp_z,eff_record_imp_z
Shanghai,2014,observed,observed,TRUE,TRUE,136,46,107,56,136,136,46,46,107,107,56,56,136,46,107,56,0.364414122745339,0.518156979410668,0.631656977748333,-0.369657780022064,0.411533987594021,0.558236520375013,0.662614299965531,-0.269523351733804,0.403085140707468,0.555205233410342,0.666883165180871,-0.331139552810679
Shanghai,2015,observed,observed,TRUE,TRUE,309,91,171,105,309,309,91,91,171,171,105,105,309,91,171,105,0.763246520998707,0.950017579801615,0.932192206437907,-0.0603858571189146,0.791887962825704,0.972037222709481,0.942930107437404,0.0186478453781755,0.796608952993978,0.982008442254176,0.960904963389988,-0.0238144589697553
Shanghai,2016,observed,observed,TRUE,TRUE,609,124,243,400,609,609,124,124,243,243,400,400,609,124,243,400,1.09384556870025,1.14711118278659,1.15801424983364,0.602897951852179,1.10716992725932,1.16088860500039,1.15355928630418,0.63667772491577,1.12280762230858,1.17679394044602,1.18183281788472,0.635294059261439
Shanghai,2017,observed,observed,TRUE,TRUE,856,179,277,380,856,856,179,179,277,277,380,380,856,179,277,380,1.25989511226673,1.38157423632948,1.24226174611514,0.57739296031764,1.26552617980427,1.38554669175269,1.23213877613838,0.612912864938032,1.28664699368083,1.40851126663146,1.26425443767056,0.609949618540195
Shanghai,2018,observed,observed,TRUE,TRUE,1324,239,333,824,1324,1324,239,239,333,333,824,824,1324,239,333,824,1.47271045059067,1.56655186141859,1.36078032042704,0.962536789112946,1.46848150709531,1.56278877197197,1.34268365303523,0.971779447983759,1.49662969222047,1.59132267355507,1.3802043863415,0.992669013872557
Shanghai,2019,observed,observed,TRUE,TRUE,1821,260,352,659,1821,1821,260,260,352,352,659,659,1821,260,352,659,1.6282803389464,1.62048708777268,1.39651097133259,0.851296638556684,1.61684364046659,1.61446849113525,1.37601041577035,0.868128890080533,1.65012889592318,1.6446262804523,1.41516065511651,0.882129106506676
Shanghai,2020,observed,observed,TRUE,TRUE,1853,186,348,2018,1853,1853,186,186,348,348,2018,2018,1853,186,348,2018,1.63678390491183,1.40610556357174,1.38915125833461,1.40869383789559,1.62495322517625,1.40905214798754,1.36914584983981,1.38749649607772,1.65851927672323,1.43275531476809,1.40796044747561,1.43601755840841
Shanghai,2021,observed,observed,TRUE,TRUE,2336,259,350,6033,2336,2336,259,259,350,350,6033,6033,2336,259,350,6033.00000000001,1.74986213766355,1.61801878059421,1.39284159881198,1.95447068845357,1.73279239653657,1.6121034056352,1.37258791144195,1.89603657596901,1.77009240226157,1.64218687888794,1.4115708080576,1.97835881020856
Shanghai,2022,observed,observed,TRUE,TRUE,2676,261,359,9405,2676,2676,261,261,359,359,9405,9405,2676,261,359,9405,1.81620240482216,1.6229459558949,1.40919203735125,2.17577975129791,1.7960590329538,1.61682453230919,1.38783832451877,2.10224636369537,1.83554965938183,1.64705635349842,1.4275668873252,2.19827475947429
Shanghai,2023,observed,observed,TRUE,TRUE,5792,732,365,18693,5792,5792,732,732,365,365,18693,18693,5792,732,365,18693,2.19323317863611,2.28445816169978,1.41986678991347,2.51818639764572,2.15562148132268,2.25067308232065,1.39779490064826,2.4212915982285,2.20756203377861,2.30082178584232,1.43801028844482,2.53852599771408
Shanghai,2024,observed,observed,TRUE,TRUE,6130,1021,153,22830,6130,6130,1021,1021,153,153,22830,22830,6130,1021,153,22830,2.22092979604603,2.49817050896292,0.860803398824262,2.61784761366288,2.18203487847514,2.45544823271636,0.876344198897068,2.51415321869411,2.23489000040902,2.5120314111216,0.891063348887453,2.63755985852261
Shanxi,2002,observed,observed,TRUE,TRUE,1,1,1,,1,1,1,1,1,1,,,1,1,1,,-1.70001895623155,-1.51177291970582,-1.94446013823328,,-1.5572512255115,-1.38680411816374,-1.74018670495223,,-1.63386967792605,-1.45095275804953,-1.85340236054882,
Shanxi,2003,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,1,1,1,4,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.53669262967974
Shanxi,2004,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,1,1,1,4,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.53669262967974
Shanxi,2005,observed,observed,TRUE,TRUE,1,1,1,4,1,1,1,1,1,1,4,4,1,1,1,4,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.58284773983085,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.39994088126756,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.53669262967974
Shanxi,2006,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,2.46410161513775,1.44948974278318,2.46410161513775,4.47722557505166,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.36915337607036,-1.3221236547273,-1.5063444860126,-1.49153378937244
Shanxi,2007,observed,observed,TRUE,TRUE,5,2,5,5,5,5,2,2,5,5,5,5,5,2,5,5,-1.16344437431526,-1.25106160003567,-1.23496772421792,-1.49195791887047,-1.04553684088799,-1.13699543663922,-1.07842755013676,-1.31525220902864,-1.10443707421466,-1.19329455140507,-1.15928661147637,-1.44637494906513
Shanxi,2008,observed,observed,TRUE,TRUE,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,-1.36147808749039,-1.06608397494656,-1.49682026429775,-1.58284773983085,-1.23439539492202,-0.959753356419943,-1.32266316448085,-1.39994088126756,-1.29983489573373,-1.01048314448146,-1.41546408203647,-1.53669262967974
Shanxi,2009,observed,observed,TRUE,TRUE,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,3,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.69408789038711,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.50359143917079,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.64723253704562
Shanxi,2010,observed,observed,TRUE,TRUE,2,2,2,4,2,2,2,2,2,2,4,4,2,2,2,4,-1.50198524305641,-1.25106160003567,-1.68260759815345,-1.58284773983085,-1.36839267147747,-1.13699543663922,-1.49595109060814,-1.39994088126756,-1.43847185640698,-1.19329455140507,-1.59722488998872,-1.53669262967974
Shanxi,2011,observed,observed,TRUE,TRUE,5,4,5,11,5,5,4,4,5,5,11,11,5,4,5,11,-1.16344437431526,-0.922604182047855,-1.23496772421792,-1.14641445024223,-1.04553684088799,-0.822273718271565,-1.07842755013676,-0.993284168496198,-1.10443707421466,-0.868683600929724,-1.15928661147637,-1.10300663445886
Shanxi,2012,observed,observed,TRUE,TRUE,19,12,15,6,19,19,12,12,15,15,6,6,19,12,15,6,-0.575410533092733,-0.308216791341528,-0.601540516426688,-1.41511167020524,-0.484747371278109,-0.233579279488376,-0.487616083538102,-1.24364895690168,-0.524230150291793,-0.261491118936065,-0.539587525011779,-1.37001243816963
Shanxi,2013,observed,observed,TRUE,TRUE,21,15,17,20,21,21,15,15,17,17,20,20,21,15,17,20,-0.52885997070746,-0.174706085428045,-0.525475310202557,-0.867438230060357,-0.440353556908843,-0.105651832932342,-0.416668395321304,-0.733341686227089,-0.478299190685306,-0.129543917345331,-0.465170862403925,-0.825786535582868
Shanxi,2014,observed,observed,TRUE,TRUE,19,18,15,7,19,19,18,18,15,15,7,7,19,18,15,7,-0.575410533092733,-0.064207533584587,-0.601540516426688,-1.34854442175887,-0.484747371278109,0.000225800540987319,-0.487616083538102,-1.18162339863835,-0.524230150291793,-0.0203393813059435,-0.539587525011779,-1.30386422243935
Shanxi,2015,observed,observed,TRUE,TRUE,6,4,6,34,6,6,4,4,6,6,34,34,6,4,6,34,-1.08815545079457,-0.922604182047855,-1.13541600876665,-0.61278458239249,-0.973736150980604,-0.822273718271565,-0.985573479006369,-0.49606231793357,-1.03015027019232,-0.868683600929724,-1.0618924573221,-0.572735901591211
Shanxi,2016,observed,observed,TRUE,TRUE,26,13,22,34,26,26,13,13,22,22,34,34,26,13,22,34,-0.428836079223825,-0.260565866929257,-0.367173308419888,-0.61278458239249,-0.344963902230452,-0.187921060213836,-0.26901664198906,-0.49606231793357,-0.379606648984201,-0.214398220382408,-0.310299703281614,-0.572735901591211
Shanxi,2017,observed,observed,TRUE,TRUE,22,17,15,26,22,22,17,17,15,15,26,26,22,17,15,26,-0.507149230564726,-0.0989723908470057,-0.601540516426688,-0.742154507208946,-0.419648703555217,-0.0330852316270863,-0.487616083538102,-0.616605708211903,-0.456877427393391,-0.0546971176244828,-0.539587525011779,-0.70129145849788
Shanxi,2018,observed,observed,TRUE,TRUE,42,21,38,65,42,42,21,21,38,38,65,65,42,21,38,65,-0.201547440896348,0.0300575078714499,-0.0261432292187414,-0.296573917884316,-0.12820584172321,0.0905487897759031,0.0490696018110247,-0.201425789420017,-0.155343294663579,0.0728217501767907,0.0233393099127053,-0.258515744678008
Shanxi,2019,observed,observed,TRUE,TRUE,80,37,48,73,80,80,37,37,48,48,73,73,80,37,48,73,0.107738502692468,0.381481411174671,0.121267994635502,-0.239538773398844,0.166750482393056,0.427276562284788,0.186563287410861,-0.148281987326543,0.149825954727192,0.420130232262123,0.167555724416976,-0.201839629475926
Shanxi,2020,observed,observed,TRUE,TRUE,97,23,84,232,97,97,23,23,84,84,232,232,97,23,84,232,0.200789792124725,0.0860052342421038,0.4769989384874,0.332243330718425,0.255490584729249,0.144156848592186,0.518361350497751,0.384489083141043,0.241638701926066,0.128114289299126,0.515576993823619,0.366343175981747
Shanxi,2021,observed,observed,TRUE,TRUE,145,36,100,413,145,145,36,36,100,100,413,413,145,36,100,413,0.395489627287025,0.364333908834655,0.588380936606302,0.618802810125126,0.441169723648873,0.410846148153104,0.62224978606209,0.651497440864723,0.433747020408129,0.40318353924185,0.624545035666297,0.651098798389958
Shanxi,2022,observed,observed,TRUE,TRUE,74,19,64,402,74,74,19,19,64,64,402,402,74,19,64,402,0.0701498657389117,-0.0312262925293385,0.303751956448642,0.605378125368933,0.130903375810348,0.0318278052160364,0.356770085892889,0.63898868339095,0.112737634476889,0.0122556262064091,0.346084753544683,0.637758620388175
Shanxi,2023,observed,observed,TRUE,TRUE,391,134,199,1404,391,391,134,134,199,199,1404,1404,391,134,199,1404,0.877871529607034,1.19659661124037,1.02959480900327,1.22795014615918,0.901202245908209,1.20830461153342,1.03377965378517,1.21908442190949,0.909708266310713,1.22569985970785,1.05619658188473,1.25641162618338
Shanxi,2024,observed,observed,TRUE,TRUE,2228,405,363,2463,2228,2228,405,405,363,363,2463,2463,2228,405,363,2463,1.72675295963605,1.90458255644968,1.41632810803911,1.50798967392214,1.71075389674169,1.8866834242923,1.39449429435554,1.48001766536915,1.74729081473755,1.92539479126245,1.43454829960402,1.53468833924884
Sichuan,2002,observed,observed,TRUE,TRUE,209,21,103,4,209,209,21,21,103,103,4,4,209,21,103,4,0.573027554260542,0.0300575078714499,0.607283978572487,-1.58284773983085,0.610482087876293,0.0905487897759031,0.639881068409688,-1.39994088126756,0.608921861153335,0.0728217501767907,0.643038396377299,-1.53669262967974
Sichuan,2003,observed,observed,TRUE,TRUE,23,9,21,7,23,23,9,9,21,21,7,7,23,9,21,7,-0.486362636832947,-0.476915237288597,-0.395880604577892,-1.34854442175887,-0.399825179709029,-0.395222956527764,-0.295792567520163,-1.18162339863835,-0.436367509830014,-0.428213987361657,-0.33838483285162,-1.30386422243935
Sichuan,2004,observed,observed,TRUE,TRUE,57,9,33,50,57,57,9,9,33,33,50,50,57,9,33,50,-0.0553938498130431,-0.476915237288597,-0.114748787259813,-0.425105299444013,0.011176263658324,-0.395222956527764,-0.0335747479281997,-0.321187847814544,-0.011135054324167,-0.428213987361657,-0.0633459203684594,-0.386238036855521
Sichuan,2005,observed,observed,TRUE,TRUE,50,10,49,149,50,50,10,10,49,49,149,149,50,10,49,149,-0.118212021832333,-0.415631436887809,0.134315061132209,0.112696256755034,-0.0487314608619545,-0.336501971967897,0.198732572842425,0.179921068907578,-0.0731170965107113,-0.367647863391276,0.18032002486003,0.148178124091702
Sichuan,2006,observed,observed,TRUE,TRUE,128,15,89,183,128,128,15,15,89,89,183,183,128,15,89,183,0.335027141019945,-0.174706085428045,0.513912289480186,0.214542867091844,0.383508542900298,-0.105651832932342,0.552791243576021,0.274818980580428,0.374089309047813,-0.129543917345331,0.551690330300501,0.249383622428976
Sichuan,2007,observed,observed,TRUE,TRUE,133,23,88,185,133,133,23,23,88,88,185,185,133,23,88,185,0.353600148167351,0.0860052342421038,0.506696484509086,0.219932258485865,0.401221038503614,0.144156848592186,0.546060903822332,0.279840669439673,0.392415103567718,0.128114289299126,0.544630911801113,0.254739088261003
Sichuan,2008,observed,observed,TRUE,TRUE,54,17,51,154,54,54,17,17,51,51,154,154,54,17,51,154,-0.0813332850509534,-0.0989723908470057,0.159644104636958,0.129042437525486,-0.0135613638544146,-0.0330852316270863,0.222357527938313,0.195151997200752,-0.0367292274356923,-0.0546971176244828,0.205100117864952,0.164421407646392
Sichuan,2009,observed,observed,TRUE,TRUE,55,19,48,205,55,55,19,19,48,48,205,205,55,19,48,205,-0.0725328445711029,-0.0312262925293385,0.121267994635502,0.270845226132123,-0.00516865921216394,0.0318278052160364,0.186563287410861,0.327279993053089,-0.0280459236153461,0.0122556262064091,0.167555724416976,0.305331564980935
Sichuan,2010,observed,observed,TRUE,TRUE,182,33,93,122,182,182,33,33,93,93,122,122,182,33,93,122,0.50581172747773,0.309964080753723,0.541995315095399,0.0137657155332243,0.546380457649439,0.358750001791693,0.578984898263049,0.0877402714164565,0.542600698385716,0.349450420109838,0.57916471899876,0.0498703385697456
Sichuan,2011,observed,observed,TRUE,TRUE,143,32,87,87,143,143,32,32,87,87,87,87,143,32,87,87,0.3887528138245,0.290768827541599,0.499399143293167,-0.15316042077271,0.43474503550396,0.340357471300431,0.539254513422586,-0.067796979029723,0.427099876073702,0.330479956821248,0.537491724173075,-0.116005018052231
Sichuan,2012,observed,observed,TRUE,TRUE,170,46,104,119,170,170,46,46,104,104,119,119,170,46,104,119,0.472686409610526,0.518156979410668,0.613464004931451,0.00145610619877144,0.514789878782773,0.558236520375013,0.645645314706416,0.0762705110043516,0.509916289026315,0.555205233410342,0.649084484454778,0.0376382167258221
Sichuan,2013,observed,observed,TRUE,TRUE,293,50,147,78,293,293,50,50,147,147,78,78,293,50,147,78,0.737364374041018,0.570675400423872,0.835138783565416,-0.206944562446532,0.767204969352757,0.608558683316221,0.852406248657066,-0.117911584798961,0.771071305637458,0.607108626754295,0.865954956897422,-0.169450595109146
Sichuan,2014,observed,observed,TRUE,TRUE,350,63,150,3,350,350,63,63,150,150,3,3,350,63,150,3,0.823913997679932,0.716671804090471,0.848098572837011,-1.69408789038711,0.849744636516292,0.748449690555259,0.864494128704184,-1.50359143917079,0.856468926280883,0.751395309790802,0.878633871654473,-1.64723253704562
Sichuan,2015,observed,observed,TRUE,TRUE,449,79,220,67,449,449,79,79,220,220,67,67,449,79,220,67,0.945265316396359,0.860151596989178,1.09407570773936,-0.281691802332408,0.965473591023337,0.885929328703637,1.09392240401959,-0.18755903742425,0.976205020380605,0.893194853342542,1.11928000102062,-0.243727310229745
Sichuan,2016,observed,observed,TRUE,TRUE,581,99,229,29,581,581,99,99,229,229,29,29,581,99.0000000000001,229,29,1.07089585289468,1.00363138988789,1.11985416519838,-0.68963083105772,1.08528350159451,1.02340896685202,1.11796653737964,-0.567665570060531,1.10016337451364,1.03499439689428,1.14449976793516,-0.649098412486714
Sichuan,2017,observed,observed,TRUE,TRUE,692,125,256,31,692,692,125,125,256,256,31,31,692,125,256,31,1.15615269856211,1.15223466192956,1.19153675180752,-0.657457484502378,1.16659028686907,1.16579782632282,1.18482646004038,-0.537687317573463,1.18428542447121,1.18185742004264,1.21462879442899,-0.617127593226817
Sichuan,2018,observed,observed,TRUE,TRUE,888,158,289,333,888,888,158,158,289,289,333,333,888,158,289,333,1.27779993442329,1.30180922302357,1.26955346168957,0.511759433531391,1.2826014482952,1.30911735668989,1.25759435857342,0.551757323215619,1.30431349696445,1.329680357765,1.29095466620747,0.544729246805993
Sichuan,2019,observed,observed,TRUE,TRUE,1017,204,281,530,1017,1017,204,204,281,281,530,530,1017,204,281,530,1.34397866084398,1.46519751738323,1.25148772911076,0.742880936624499,1.34571402836673,1.46567294638261,1.24074405307851,0.767110076868326,1.36961136350536,1.49115526021522,1.27328046807121,0.774395868205013
Sichuan,2020,observed,observed,TRUE,TRUE,947,157,285,1170,947,947,157,157,285,285,1170,1170,947,157,285,1170,1.30918390526754,1.29775246994296,1.26058376435681,1.13713128297397,1.31253135900818,1.30523025221119,1.249228124899,1.13446186620265,1.33527973718316,1.32567111211786,1.28217936704981,1.16616445667339
Sichuan,2021,observed,observed,TRUE,TRUE,1535,209,337,3016,1535,1535,209,209,337,337,3016,3016,1535,209,337,3016,1.54488257561398,1.48069207991737,1.36846859963613,1.60892721982532,1.53730980382785,1.48051954469047,1.3498546798861,1.57406853543657,1.56784118332393,1.50646837051799,1.38772603925403,1.63499049560229
Sichuan,2022,observed,observed,TRUE,TRUE,2032,201,349,4234,2032,2032,201,201,349,349,4234,4234,2032,201,349,4234,1.681799335944,1.4557183300258,1.39099906453436,1.77798341957983,1.66788303282186,1.45659016739673,1.37086933925966,1.73159052128367,1.70293553806278,1.48178708081262,1.4097682065991,1.80298250718303
Sichuan,2023,observed,observed,TRUE,TRUE,4401,615,365,10766,4401,4401,615,615,365,365,10766,10766,4401,615,365,10766,2.05911969897657,2.17264245016653,1.41986678991347,2.24314797425124,2.02772165336474,2.14353337121341,1.39779490064826,2.16501824829949,2.07523364715366,2.19031551498005,1.43801028844482,2.26521890767462
Sichuan,2024,observed,observed,TRUE,TRUE,10072,1546,362,11179,10072,10072,1546,1546,362,362,11179,11179,10072,1546,362,11179,2.46342631885099,2.76472726189458,1.41455146915732,2.2619123181168,2.41329622241976,2.71085789841697,1.39283718425599,2.18250235543731,2.47415881743178,2.77546659689043,1.43281016540568,2.28386513228245
Taiwan,2002,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2003,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2004,observed,observed,FALSE,FALSE,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,,,,,,,,,,,,
Taiwan,2005,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2006,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2007,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2008,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2009,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2010,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2011,observed,observed,FALSE,FALSE,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,5,,,,,,,,,,,,
Taiwan,2012,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2013,observed,observed,FALSE,FALSE,2,1,2,45,2,2,1,1,2,2,45,45,2,1,2,45,,,,,,,,,,,,
Taiwan,2014,observed,observed,FALSE,FALSE,1,1,1,4,1,1,1,1,1,1,4,4,1,1,1,4,,,,,,,,,,,,
Taiwan,2015,observed,observed,FALSE,FALSE,3,1,3,13,3,3,1,1,3,3,13,13,3,1,3,13,,,,,,,,,,,,
Taiwan,2016,observed,observed,FALSE,FALSE,5,4,4,20,5,5,4,4,4,4,20,20,5,4,4,20,,,,,,,,,,,,
Taiwan,2017,observed,observed,FALSE,FALSE,22,7,20,58,22,22,7,7,20,20,58,58,22,7,20,58,,,,,,,,,,,,
Taiwan,2018,observed,observed,FALSE,FALSE,17,5,17,144,17,17,5,5,17,17,144,144,17,5,17,144,,,,,,,,,,,,
Taiwan,2019,observed,observed,FALSE,FALSE,24,3,23,68,24,24,3,3,23,23,68,68,24,3,23,68,,,,,,,,,,,,
Taiwan,2020,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2021,no_data,no_coverage,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,2022,observed,observed,FALSE,FALSE,1,1,1,287,1,1,1,1,1,1,287,287,1,1,1,287,,,,,,,,,,,,
Taiwan,2023,observed,observed,FALSE,FALSE,57,5,57,535,57,57,5,5,57,57,535,535,57,5,57,535,,,,,,,,,,,,
Taiwan,2024,observed,observed,FALSE,FALSE,301,40,211,473,301,301,40,40,211,211,473,473,301,40,211,473,,,,,,,,,,,,
Tianjin,2002,observed,observed,TRUE,TRUE,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.83750138749872,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.63722024956108,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.7897432636714
Tianjin,2003,observed,observed,TRUE,TRUE,1,1,1,31,1,1,1,1,1,1,31,31,1,1,1,31,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.657457484502378,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.537687317573463,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.617127593226817
Tianjin,2004,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,1,1,1,24.9229627936314,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.721457064404842
Tianjin,2005,observed,observed,TRUE,TRUE,1,1,1,20,1,1,1,1,1,1,20,20,1,1,1,20,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.867438230060357,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.733341686227089,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.825786535582868
Tianjin,2006,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,1,1,1,21.2566364919149,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.79699638808902
Tianjin,2007,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,1,1,1,22.5884699015827,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.768206240595172
Tianjin,2008,observed,observed,TRUE,TRUE,1,1,1,24,1,1,1,1,1,1,24,24,1,1,1,24,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.780520652018099,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.652354242299453,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.739416093101325
Tianjin,2009,observed,observed,TRUE,TRUE,2,2,2,11,2,2,2,2,2,2,11,11,2,2,2,11,-1.50198524305641,-1.25106160003567,-1.68260759815345,-1.14641445024223,-1.36839267147747,-1.13699543663922,-1.49595109060814,-0.993284168496198,-1.43847185640698,-1.19329455140507,-1.59722488998872,-1.10300663445886
Tianjin,2010,observed,observed,TRUE,TRUE,1,1,1,37,1,1,1,1,1,1,37,37,1,1,1,37,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.571787751538705,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.457862581875951,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.53199714079117
Tianjin,2011,observed,observed,TRUE,TRUE,1,1,1,34,1,1,1,1,1,1,34,34,1,1,1,34,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.61278458239249,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.49606231793357,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.572735901591211
Tianjin,2012,observed,observed,TRUE,TRUE,11,4,11,22,11,11,4,4,11,11,22,22,11,4,11,22,-0.824903505574102,-0.922604182047855,-0.787327850282387,-0.822087538792894,-0.722681010298509,-0.822273718271565,-0.66090400966539,-0.691085141016896,-0.770402292022338,-0.868683600929724,-0.721348332964026,-0.780721321389828
Tianjin,2013,observed,observed,TRUE,TRUE,16,6,15,39,16,16,6,6,15,15,39,39,16,6,15,39,-0.654786603748626,-0.706254811688515,-0.601540516426688,-0.546217333946115,-0.560445845485463,-0.614971821957637,-0.487616083538102,-0.434036759670237,-0.602549700222103,-0.654867833950475,-0.539587525011779,-0.506587685860937
Tianjin,2014,observed,observed,TRUE,TRUE,77,11,70,10,77,77,11,11,70,70,10,10,77,11,70,10,0.0893057025885016,-0.359683710517155,0.360772013141655,-1.18979082665745,0.149171697858755,-0.282893913151614,0.409953944915632,-1.03370110062705,0.131638501050422,-0.31235532426894,0.401869027740979,-1.14610996187103
Tianjin,2015,observed,observed,TRUE,TRUE,76,10,70,189,76,76,10,10,70,70,189,189,76,10,70,189,0.0830035347295224,-0.415631436887809,0.360772013141655,0.230539336274049,0.14316151762205,-0.336501971967897,0.409953944915632,0.289724057092157,0.12542021704843,-0.367647863391276,0.401869027740979,0.265279395787246
Tianjin,2016,observed,observed,TRUE,TRUE,63,19,53,103,63,63,19,19,53,53,103,103,63,19,53,103,-0.00731461252577715,-0.0312262925293385,0.184017103812803,-0.069881646102668,0.0570279274359031,0.0318278052160364,0.245090759494157,0.00979992651996124,0.036304233035565,0.0122556262064091,0.228944886668524,-0.0332504731191532
Tianjin,2017,observed,observed,TRUE,TRUE,87,29,65,55,87,87,29,29,65,65,55,55,87,29,65,55,0.148221766774849,0.229485027140811,0.313611809437468,-0.378481264320506,0.205358104270117,0.281636486740565,0.365966587295297,-0.277744835304354,0.189770373699342,0.269913832850867,0.355730916220828,-0.339907494350823
Tianjin,2018,observed,observed,TRUE,TRUE,123,51,77,146,123,123,51,51,77,77,146,146,123,51,77,146,0.3157198353422,0.583161098176989,0.421496644716788,0.102624927378006,0.365095769771275,0.620522243999225,0.466593142282399,0.170536877106902,0.355038989744364,0.619448108200068,0.461277588425053,0.138170192505662
Tianjin,2019,observed,observed,TRUE,TRUE,208,55,139,100,208,208,55,55,139,139,100,100,208,55,139,100,0.570696231302028,0.63081202258926,0.79925133878715,-0.0844733370331357,0.608258778138411,0.666180463273765,0.818933240833705,-0.00379621568347336,0.606621568844278,0.666541006753725,0.830845292407024,-0.0477503111335728
Tianjin,2020,observed,observed,TRUE,TRUE,186,34,114,203,186,186,34,34,114,114,203,203,186,34,114,203,0.516372381775462,0.328602870728708,0.672214291262855,0.265981637812479,0.556451823117192,0.376609339678343,0.700442996908266,0.322748233250339,0.553020787018644,0.367870936737399,0.706561489422812,0.300498592357014
Tianjin,2021,observed,observed,TRUE,TRUE,424,55,189,554,424,424,55,55,189,189,554,554,424,55,189,554,0.917348505046696,0.63081202258926,0.99646919805462,0.764918285930551,0.938850201802355,0.666180463273765,1.00288266902383,0.787643881783712,0.948659790661771,0.666541006753725,1.02378889463832,0.796294495082981
